"","x","y","pval","Intersect","ADset_Size","not_ADset","pathway_Size","ratio_in","ratio_out","ratio_ratios","adj_pval_listWise"
"397","ADCL","Pathway.KEGG_Phagosome",9.5097777102473e-05,6,40,7973,152,0.0410958904109589,0.00426439232409382,9.63698630136986,0.00140485352537744
"398","ADGeneList","Pathway.KEGG_Phagosome",0.104240941914256,13,466,7547,152,0.0935251798561151,0.0600238505366371,1.55813362554989,0.186902034962322
"399","open_targets","Pathway.KEGG_Phagosome",0.361332617870765,7,306,7707,152,0.0482758620689655,0.0387958998313222,1.24435474570407,0.738572961056596
"400","ADCL","Pathway.KEGG_Peroxisome",1,0,40,7973,83,0,0.00501693214599273,0,1
"401","ADGeneList","Pathway.KEGG_Peroxisome",0.533874396210501,5,466,7547,83,0.0641025641025641,0.0610838743871737,1.04941876633851,0.708200729666991
"402","open_targets","Pathway.KEGG_Peroxisome",0.831852665456686,2,306,7707,83,0.0246913580246914,0.0394446606980667,0.625974658869396,1
"403","ADCL","Pathway.KEGG_mTOR signaling pathway",1,0,40,7973,153,0,0.00501693214599273,0,1
"404","ADGeneList","Pathway.KEGG_mTOR signaling pathway",0.0160033151351163,16,466,7547,153,0.116788321167883,0.0596263415926858,1.9586699107867,0.037688966803716
"405","open_targets","Pathway.KEGG_mTOR signaling pathway",0.842108034545465,4,306,7707,153,0.0268456375838926,0.0391851563513689,0.685097115427352,1
"406","ADCL","Pathway.KEGG_PI3K-Akt signaling pathway",1,0,40,7973,354,0,0.00501693214599273,0,1
"407","ADGeneList","Pathway.KEGG_PI3K-Akt signaling pathway",5.07005643611478e-15,61,466,7547,354,0.208191126279863,0.0536637074334173,3.87955167909662,2.74628056956217e-13
"408","open_targets","Pathway.KEGG_PI3K-Akt signaling pathway",0.0835615036010632,19,306,7707,354,0.0567164179104478,0.0372388737511353,1.52304331998544,0.292016007208016
"409","ADCL","Pathway.KEGG_AMPK signaling pathway",1,0,40,7973,120,0,0.00501693214599273,0,1
"410","ADGeneList","Pathway.KEGG_AMPK signaling pathway",3.86793613023062e-16,35,466,7547,120,0.411764705882353,0.0571087849476613,7.21018152040399,3.14269810581238e-14
"411","open_targets","Pathway.KEGG_AMPK signaling pathway",0.174536066821564,7,306,7707,120,0.0619469026548673,0.0387958998313222,1.59673839050522,0.46879522080172
"412","ADCL","Pathway.KEGG_Apoptosis",1,0,40,7973,136,0,0.00501693214599273,0,1
"413","ADGeneList","Pathway.KEGG_Apoptosis",0.000852835115669566,18,466,7547,136,0.152542372881356,0.0593613356300517,2.56972608958838,0.00294863204885754
"414","open_targets","Pathway.KEGG_Apoptosis",0.0757468463002269,9,306,7707,136,0.0708661417322835,0.0385363954846244,1.83894058697208,0.286846122636722
"415","ADCL","Pathway.KEGG_Longevity regulating pathway",1,0,40,7973,89,0,0.00501693214599273,0,1
"416","ADGeneList","Pathway.KEGG_Longevity regulating pathway",3.49784812286845e-13,27,466,7547,89,0.435483870967742,0.058168808798198,7.48655301638621,1.42100079991531e-11
"417","open_targets","Pathway.KEGG_Longevity regulating pathway",0.666760610638596,3,306,7707,89,0.0348837209302326,0.0393149085247178,0.887289891779876,1
"418","ADCL","Pathway.KEGG_Longevity regulating pathway - multiple species",1,0,40,7973,62,0,0.00501693214599273,0,1
"419","ADGeneList","Pathway.KEGG_Longevity regulating pathway - multiple species",1.23299473621899e-10,20,466,7547,62,0.476190476190476,0.0590963296674175,8.0578688874653,2.10906994353249e-09
"420","open_targets","Pathway.KEGG_Longevity regulating pathway - multiple species",0.0871441186105699,5,306,7707,62,0.087719298245614,0.03905540417802,2.24602203182375,0.301296154770588
"421","ADCL","Pathway.KEGG_Apoptosis - multiple species",1,0,40,7973,32,0,0.00501693214599273,0,1
"422","ADGeneList","Pathway.KEGG_Apoptosis - multiple species",0.563007475189739,2,466,7547,32,0.0666666666666667,0.0614813833311249,1.08433908045977,0.740799309460183
"423","open_targets","Pathway.KEGG_Apoptosis - multiple species",1,0,306,7707,32,0,0.0397041650447645,0,1
"424","ADCL","Pathway.KEGG_Ferroptosis",1,0,40,7973,40,0,0.00501693214599273,0,1
"425","ADGeneList","Pathway.KEGG_Ferroptosis",0.0803079917881113,5,466,7547,40,0.142857142857143,0.0610838743871737,2.33870467926867,0.150000559374346
"426","open_targets","Pathway.KEGG_Ferroptosis",0.790142493299353,1,306,7707,40,0.0256410256410256,0.0395744128714156,0.647919293820933,1
"427","ADCL","Pathway.KEGG_Necroptosis",0.193417241008795,2,40,7973,162,0.0125,0.00476608553869309,2.62269736842105,1
"428","ADGeneList","Pathway.KEGG_Necroptosis",0.0128564745078404,17,466,7547,162,0.117241379310345,0.0594938386113688,1.97064741571308,0.0316541985988495
"429","open_targets","Pathway.KEGG_Necroptosis",0.58924004017834,6,306,7707,162,0.0384615384615385,0.0389256520046711,0.988076923076923,0.991958191877512
"430","ADCL","Pathway.KEGG_Cellular senescence",0.55459612495824,1,40,7973,160,0.00628930817610063,0.00489150884234291,1.28576036123206,1
"431","ADGeneList","Pathway.KEGG_Cellular senescence",0.000364329698215523,21,466,7547,160,0.151079136690647,0.0589638266861004,2.56223425753779,0.00139302531670641
"432","open_targets","Pathway.KEGG_Cellular senescence",0.267499159498212,8,306,7707,160,0.0526315789473684,0.0386661476579733,1.3611797951254,0.61657607685758
"433","ADCL","Pathway.KEGG_Cardiac muscle contraction",1,0,40,7973,86,0,0.00501693214599273,0,1
"434","ADGeneList","Pathway.KEGG_Cardiac muscle contraction",0.745056944523097,4,466,7547,86,0.0487804878048781,0.0612163773684908,0.796853552951114,0.914424820155155
"435","open_targets","Pathway.KEGG_Cardiac muscle contraction",0.965498671679283,1,306,7707,86,0.0117647058823529,0.0395744128714156,0.297280617164899,1
"436","ADCL","Pathway.KEGG_Adrenergic signaling in cardiomyocytes",1,0,40,7973,149,0,0.00501693214599273,0,1
"437","ADGeneList","Pathway.KEGG_Adrenergic signaling in cardiomyocytes",0.157420936200683,12,466,7547,149,0.0875912408759124,0.0601563535179542,1.45605968037557,0.262368227001139
"438","open_targets","Pathway.KEGG_Adrenergic signaling in cardiomyocytes",0.0114880634856732,12,306,7707,149,0.0875912408759124,0.0381471389645777,2.29614181438999,0.0798405190370532
"439","ADCL","Pathway.KEGG_Vascular smooth muscle contraction",1,0,40,7973,132,0,0.00501693214599273,0,1
"440","ADGeneList","Pathway.KEGG_Vascular smooth muscle contraction",0.0819666984698126,12,466,7547,132,0.1,0.0601563535179542,1.66233480176211,0.151358960242552
"441","open_targets","Pathway.KEGG_Vascular smooth muscle contraction",0.239765707557244,7,306,7707,132,0.056,0.0387958998313222,1.44345150501672,0.568787262453315
"442","ADCL","Pathway.KEGG_Wnt signaling pathway",0.189791313047918,2,40,7973,160,0.0126582278481013,0.00476608553869309,2.65589606928714,1
"443","ADGeneList","Pathway.KEGG_Wnt signaling pathway",0.0818249375982149,14,466,7547,160,0.0958904109589041,0.05989134755532,1.60107285731604,0.151358960242552
"444","open_targets","Pathway.KEGG_Wnt signaling pathway",0.158268254901617,9,306,7707,160,0.0596026490066225,0.0385363954846244,1.54665863937387,0.447279850808918
"445","ADCL","Pathway.KEGG_Notch signaling pathway",0.00227130934803022,3,40,7973,53,0.06,0.00464066223504327,12.9291891891892,0.0295270215243928
"446","ADGeneList","Pathway.KEGG_Notch signaling pathway",0.00081537739091718,10,466,7547,53,0.232558139534884,0.0604213594805883,3.84893920848633,0.00286578421826659
"447","open_targets","Pathway.KEGG_Notch signaling pathway",0.000154520230922158,9,306,7707,53,0.204545454545455,0.0385363954846244,5.30785123966942,0.0027899486138723
"448","ADCL","Pathway.KEGG_Hedgehog signaling pathway",1,0,40,7973,50,0,0.00501693214599273,0,1
"449","ADGeneList","Pathway.KEGG_Hedgehog signaling pathway",0.562754023153615,3,466,7547,50,0.0638297872340425,0.0613488803498079,1.04043931804605,0.740799309460183
"450","open_targets","Pathway.KEGG_Hedgehog signaling pathway",0.858138812394714,1,306,7707,50,0.0204081632653061,0.0395744128714156,0.515690866510539,1
"451","ADCL","Pathway.KEGG_TGF-beta signaling pathway",1,0,40,7973,94,0,0.00501693214599273,0,1
"452","ADGeneList","Pathway.KEGG_TGF-beta signaling pathway",0.179530264894009,8,466,7547,94,0.0930232558139535,0.0606863654432225,1.53285264547578,0.291736680452764
"453","open_targets","Pathway.KEGG_TGF-beta signaling pathway",0.485734520808935,4,306,7707,94,0.0444444444444444,0.0391851563513689,1.13421633554084,0.881920219345832
"454","ADCL","Pathway.KEGG_Axon guidance",0.599943627040531,1,40,7973,181,0.00555555555555556,0.00489150884234291,1.13575498575499,1
"455","ADGeneList","Pathway.KEGG_Axon guidance",0.1046651395789,15,466,7547,181,0.0903614457831325,0.0597588445740029,1.51210162156386,0.186902034962322
"456","open_targets","Pathway.KEGG_Axon guidance",0.154231603405541,10,306,7707,181,0.0584795321637427,0.0384066433112755,1.52264106211475,0.443586469971689
"457","ADCL","Pathway.KEGG_VEGF signaling pathway",1,0,40,7973,59,0,0.00501693214599273,0,1
"458","ADGeneList","Pathway.KEGG_VEGF signaling pathway",0.0019218768934541,10,466,7547,59,0.204081632653061,0.0604213594805883,3.37764052989617,0.00578342583678317
"459","open_targets","Pathway.KEGG_VEGF signaling pathway",0.18762672138795,4,306,7707,59,0.0727272727272727,0.0391851563513689,1.85599036724865,0.491763584282933
"460","ADCL","Pathway.KEGG_Apelin signaling pathway",0.4991764012903,1,40,7973,137,0.00735294117647059,0.00489150884234291,1.50320512820513,1
"461","ADGeneList","Pathway.KEGG_Apelin signaling pathway",0.000340255738710513,19,466,7547,137,0.161016949152542,0.0592288326487346,2.71855685739203,0.0013164656557252
"462","open_targets","Pathway.KEGG_Apelin signaling pathway",0.604947505800869,5,306,7707,137,0.0378787878787879,0.03905540417802,0.969873150105708,0.998751779405725
"463","ADCL","Pathway.KEGG_Osteoclast differentiation",0.133574225928907,2,40,7973,128,0.0158730158730159,0.00476608553869309,3.33040935672515,1
"464","ADGeneList","Pathway.KEGG_Osteoclast differentiation",3.24047586850843e-09,27,466,7547,128,0.267326732673267,0.058168808798198,4.59570581203906,4.05059483563553e-08
"465","open_targets","Pathway.KEGG_Osteoclast differentiation",0.000101286712237894,15,306,7707,128,0.132743362831858,0.0377578824445309,3.51564638262932,0.00198072084282278
"466","ADCL","Pathway.KEGG_Hippo signaling pathway",1,0,40,7973,155,0,0.00501693214599273,0,1
"467","ADGeneList","Pathway.KEGG_Hippo signaling pathway",0.0356717816712156,15,466,7547,155,0.107142857142857,0.0597588445740029,1.79292049414001,0.0756556194956678
"468","open_targets","Pathway.KEGG_Hippo signaling pathway",0.711670618963558,5,306,7707,155,0.0333333333333333,0.03905540417802,0.853488372093023,1
"469","ADCL","Pathway.KEGG_Hippo signaling pathway - multiple species",1,0,40,7973,29,0,0.00501693214599273,0,1
"470","ADGeneList","Pathway.KEGG_Hippo signaling pathway - multiple species",0.824597826777997,1,466,7547,29,0.0357142857142857,0.061613886312442,0.579646697388633,0.960553024024548
"471","open_targets","Pathway.KEGG_Hippo signaling pathway - multiple species",1,0,306,7707,29,0,0.0397041650447645,0,1
"472","ADCL","Pathway.KEGG_Focal adhesion",1,0,40,7973,199,0,0.00501693214599273,0,1
"473","ADGeneList","Pathway.KEGG_Focal adhesion",0.000510602335597943,24,466,7547,199,0.137142857142857,0.0585663177421492,2.34166774402069,0.00186455909066664
"474","open_targets","Pathway.KEGG_Focal adhesion",0.0785517074297486,12,306,7707,199,0.0641711229946524,0.0381471389645777,1.68220015278839,0.286846122636722
"475","ADCL","Pathway.KEGG_ECM-receptor interaction",1,0,40,7973,88,0,0.00501693214599273,0,1
"476","ADGeneList","Pathway.KEGG_ECM-receptor interaction",0.0126472710884315,11,466,7547,88,0.142857142857143,0.0602888564992712,2.36954474097331,0.0313768175858033
"477","open_targets","Pathway.KEGG_ECM-receptor interaction",0.968111079136687,1,306,7707,88,0.0114942528735632,0.0395744128714156,0.290446579988694,1
"478","ADCL","Pathway.KEGG_Cell adhesion molecules (CAMs)",7.8970988026295e-05,6,40,7973,147,0.0425531914893617,0.00426439232409382,9.97872340425532,0.0012221700527879
"479","ADGeneList","Pathway.KEGG_Cell adhesion molecules (CAMs)",0.486493168539839,9,466,7547,147,0.0652173913043478,0.0605538624619054,1.07701455617924,0.653348263534907
"480","open_targets","Pathway.KEGG_Cell adhesion molecules (CAMs)",0.330034547927813,7,306,7707,147,0.05,0.0387958998313222,1.28879598662207,0.70157277632811
"481","ADCL","Pathway.KEGG_Adherens junction",1,0,40,7973,71,0,0.00501693214599273,0,1
"482","ADGeneList","Pathway.KEGG_Adherens junction",0.0211432608275347,9,466,7547,71,0.145161290322581,0.0605538624619054,2.39722594762476,0.0487344664464452
"483","open_targets","Pathway.KEGG_Adherens junction",0.000332099549164469,10,306,7707,71,0.163934426229508,0.0384066433112755,4.26838723969871,0.00568065018307644
"484","ADCL","Pathway.KEGG_Tight junction",1,0,40,7973,169,0,0.00501693214599273,0,1
"485","ADGeneList","Pathway.KEGG_Tight junction",0.774762529564088,8,466,7547,169,0.0496894409937888,0.0606863654432225,0.818790854105075,0.93954411234451
"486","open_targets","Pathway.KEGG_Tight junction",0.630628390178523,6,306,7707,169,0.0368098159509202,0.0389256520046711,0.945644171779141,1
"487","ADCL","Pathway.KEGG_Gap junction",1,0,40,7973,88,0,0.00501693214599273,0,1
"488","ADGeneList","Pathway.KEGG_Gap junction",0.0309880686605596,10,466,7547,88,0.128205128205128,0.0604213594805883,2.12185110211426,0.0680481237478505
"489","open_targets","Pathway.KEGG_Gap junction",0.000487668066677074,11,306,7707,88,0.142857142857143,0.0382768911379266,3.73220338983051,0.00720418734863859
"490","ADCL","Pathway.KEGG_Signaling pathways regulating pluripotency of stem cells",1,0,40,7973,140,0,0.00501693214599273,0,1
"491","ADGeneList","Pathway.KEGG_Signaling pathways regulating pluripotency of stem cells",0.0326938138956805,14,466,7547,140,0.111111111111111,0.05989134755532,1.85521140609636,0.0708365967739745
"492","open_targets","Pathway.KEGG_Signaling pathways regulating pluripotency of stem cells",0.624204900201215,5,306,7707,140,0.037037037037037,0.03905540417802,0.948320413436692,1
"493","ADCL","Pathway.KEGG_Complement and coagulation cascades",0.0669203623771157,2,40,7973,85,0.0240963855421687,0.00476608553869309,5.05580215599239,0.77675420616295
"494","ADGeneList","Pathway.KEGG_Complement and coagulation cascades",9.76531960466199e-09,21,466,7547,85,0.328125,0.0589638266861004,5.56485252808989,1.1334745969697e-07
"495","open_targets","Pathway.KEGG_Complement and coagulation cascades",0.10558495420082,6,306,7707,85,0.0759493670886076,0.0389256520046711,1.95113924050633,0.339753565497688
"496","ADCL","Pathway.KEGG_Platelet activation",1,0,40,7973,124,0,0.00501693214599273,0,1
"497","ADGeneList","Pathway.KEGG_Platelet activation",7.98784794565983e-06,21,466,7547,124,0.203883495145631,0.0589638266861004,3.45777244463838,4.47594927989559e-05
"498","open_targets","Pathway.KEGG_Platelet activation",0.10145152802045,8,306,7707,124,0.0689655172413793,0.0386661476579733,1.78361490395742,0.335759386978248
"499","ADCL","Pathway.KEGG_Antigen processing and presentation",9.07467925496354e-08,7,40,7973,78,0.0985915492957746,0.004138969020444,23.8203158344003,4.2132439398045e-06
"500","ADGeneList","Pathway.KEGG_Antigen processing and presentation",0.00516796268974953,11,466,7547,78,0.164179104477612,0.0602888564992712,2.72320813514843,0.0143554519159709
"501","open_targets","Pathway.KEGG_Antigen processing and presentation",0.0768762654307353,6,306,7707,78,0.0833333333333333,0.0389256520046711,2.14083333333333,0.286846122636722
"502","ADCL","Pathway.KEGG_Renin-angiotensin system",0.108865273107632,1,40,7973,23,0.0454545454545455,0.00489150884234291,9.29254079254079,1
"503","ADGeneList","Pathway.KEGG_Renin-angiotensin system",0.0016171169545579,6,466,7547,23,0.352941176470588,0.0609513714058566,5.79053708439898,0.00505349048299344
"504","open_targets","Pathway.KEGG_Renin-angiotensin system",0.218584651037864,2,306,7707,23,0.0952380952380952,0.0394446606980667,2.41447368421053,0.534135425468464
"505","ADCL","Pathway.KEGG_Toll-like receptor signaling pathway",1,0,40,7973,104,0,0.00501693214599273,0,1
"506","ADGeneList","Pathway.KEGG_Toll-like receptor signaling pathway",9.21008076885625e-05,17,466,7547,104,0.195402298850575,0.0594938386113688,3.2844123595218,0.000404496790524092
"507","open_targets","Pathway.KEGG_Toll-like receptor signaling pathway",0.206185998170118,6,306,7707,104,0.0612244897959184,0.0389256520046711,1.57285714285714,0.515464995425296
"508","ADCL","Pathway.KEGG_NOD-like receptor signaling pathway",0.599943627040531,1,40,7973,181,0.00555555555555556,0.00489150884234291,1.13575498575499,1
"509","ADGeneList","Pathway.KEGG_NOD-like receptor signaling pathway",0.0340071646911806,17,466,7547,181,0.103658536585366,0.0594938386113688,1.74234070291705,0.0727126876620638
"510","open_targets","Pathway.KEGG_NOD-like receptor signaling pathway",0.38767616552276,8,306,7707,181,0.046242774566474,0.0386661476579733,1.19594987779804,0.768260693871323
"511","ADCL","Pathway.KEGG_RIG-I-like receptor signaling pathway",1,0,40,7973,70,0,0.00501693214599273,0,1
"512","ADGeneList","Pathway.KEGG_RIG-I-like receptor signaling pathway",0.0492332379689706,8,466,7547,70,0.129032258064516,0.0606863654432225,2.1262149598535,0.0981644315332236
"513","open_targets","Pathway.KEGG_RIG-I-like receptor signaling pathway",0.753751567158529,2,306,7707,70,0.0294117647058824,0.0394446606980667,0.745646284829721,1
"514","ADCL","Pathway.KEGG_Cytosolic DNA-sensing pathway",1,0,40,7973,63,0,0.00501693214599273,0,1
"515","ADGeneList","Pathway.KEGG_Cytosolic DNA-sensing pathway",0.158236033334905,6,466,7547,63,0.105263157894737,0.0609513714058566,1.72700228832952,0.262381177723695
"516","open_targets","Pathway.KEGG_Cytosolic DNA-sensing pathway",1,0,306,7707,63,0,0.0397041650447645,0,1
"517","ADCL","Pathway.KEGG_C-type lectin receptor signaling pathway",1,0,40,7973,104,0,0.00501693214599273,0,1
"518","ADGeneList","Pathway.KEGG_C-type lectin receptor signaling pathway",0.000931471040444664,15,466,7547,104,0.168539325842697,0.0597588445740029,2.8203243728045,0.00315341758483871
"519","open_targets","Pathway.KEGG_C-type lectin receptor signaling pathway",0.00197849558098851,11,306,7707,104,0.118279569892473,0.0382768911379266,3.09010388190268,0.0179894169242266
"520","ADCL","Pathway.KEGG_JAK-STAT signaling pathway",1,0,40,7973,162,0,0.00501693214599273,0,1
"521","ADGeneList","Pathway.KEGG_JAK-STAT signaling pathway",1.58581588039254e-07,28,466,7547,162,0.208955223880597,0.0580363058168809,3.6004225448102,1.32151323366045e-06
"522","open_targets","Pathway.KEGG_JAK-STAT signaling pathway",0.0456321705423792,11,306,7707,162,0.0728476821192053,0.0382768911379266,1.90317656302615,0.208879653891172
"523","ADCL","Pathway.KEGG_Hematopoietic cell lineage",2.26480430753471e-08,8,40,7973,99,0.0879120879120879,0.00401354571679418,21.9038461538462,2.78356437374421e-06
"524","ADGeneList","Pathway.KEGG_Hematopoietic cell lineage",1.6893509762054e-07,21,466,7547,99,0.269230769230769,0.0589638266861004,4.56603284356093,1.37259766816689e-06
"525","open_targets","Pathway.KEGG_Hematopoietic cell lineage",0.000363936790788646,12,306,7707,99,0.137931034482759,0.0381471389645777,3.61576354679803,0.0059139728503155
"526","ADCL","Pathway.KEGG_Natural killer cell mediated cytotoxicity",0.483647174734709,1,40,7973,131,0.00769230769230769,0.00489150884234291,1.57258382642998,1
"527","ADGeneList","Pathway.KEGG_Natural killer cell mediated cytotoxicity",0.0037279803132736,16,466,7547,131,0.139130434782609,0.0596263415926858,2.33337198067633,0.0108178000161957
"528","open_targets","Pathway.KEGG_Natural killer cell mediated cytotoxicity",0.02801240357915,10,306,7707,131,0.0826446280991736,0.0384066433112755,2.15183158364977,0.146839212310061
"529","ADCL","Pathway.KEGG_IL-17 signaling pathway",1,0,40,7973,94,0,0.00501693214599273,0,1
"530","ADGeneList","Pathway.KEGG_IL-17 signaling pathway",3.16259535661506e-07,20,466,7547,94,0.27027027027027,0.0590963296674175,4.57338504423706,2.44556279615436e-06
"531","open_targets","Pathway.KEGG_IL-17 signaling pathway",0.00947631784906745,9,306,7707,94,0.105882352941176,0.0385363954846244,2.7475935828877,0.0699955295669755
"532","ADCL","Pathway.KEGG_Th1 and Th2 cell differentiation",5.44862064511476e-06,6,40,7973,92,0.0697674418604651,0.00426439232409382,16.3604651162791,0.000145078353080598
"533","ADGeneList","Pathway.KEGG_Th1 and Th2 cell differentiation",0.00674555088399953,12,466,7547,92,0.15,0.0601563535179542,2.49350220264317,0.0181182151842963
"534","open_targets","Pathway.KEGG_Th1 and Th2 cell differentiation",0.00826789888384658,9,306,7707,92,0.108433734939759,0.0385363954846244,2.81380065717415,0.0624899334244218
"535","ADCL","Pathway.KEGG_Th17 cell differentiation",1.30723399156214e-05,6,40,7973,107,0.0594059405940594,0.00426439232409382,13.9306930693069,0.00028323403150513
"536","ADGeneList","Pathway.KEGG_Th17 cell differentiation",6.71031410726006e-07,21,466,7547,107,0.244186046511628,0.0589638266861004,4.14128560229945,4.64011081885004e-06
"537","open_targets","Pathway.KEGG_Th17 cell differentiation",0.000743281334403121,12,306,7707,107,0.126315789473684,0.0381471389645777,3.31127819548872,0.00894690495114868
"538","ADCL","Pathway.KEGG_T cell receptor signaling pathway",1,0,40,7973,104,0,0.00501693214599273,0,1
"539","ADGeneList","Pathway.KEGG_T cell receptor signaling pathway",2.61358706073839e-05,18,466,7547,104,0.209302325581395,0.0593613356300517,3.52590323920266,0.00013482790392698
"540","open_targets","Pathway.KEGG_T cell receptor signaling pathway",0.102277474802605,7,306,7707,104,0.0721649484536082,0.0387958998313222,1.86011791883598,0.335759386978248
"541","ADCL","Pathway.KEGG_B cell receptor signaling pathway",0.337975979464353,1,40,7973,82,0.0123456790123457,0.00489150884234291,2.52389996834441,1
"542","ADGeneList","Pathway.KEGG_B cell receptor signaling pathway",0.0477462508271594,9,466,7547,82,0.123287671232877,0.0605538624619054,2.03600011990048,0.0957872315976964
"543","open_targets","Pathway.KEGG_B cell receptor signaling pathway",0.012671125350611,8,306,7707,82,0.108108108108108,0.0386661476579733,2.79593687647379,0.085794077894762
"544","ADCL","Pathway.KEGG_Fc epsilon RI signaling pathway",0.289461968770146,1,40,7973,68,0.0149253731343284,0.00489150884234291,3.05128205128205,1
"545","ADGeneList","Pathway.KEGG_Fc epsilon RI signaling pathway",0.000478808037393906,12,466,7547,68,0.214285714285714,0.0601563535179542,3.56214600377596,0.00176832513810249
"546","open_targets","Pathway.KEGG_Fc epsilon RI signaling pathway",0.00104032055272253,9,306,7707,68,0.152542372881356,0.0385363954846244,3.95839753466872,0.0105657556135882
"547","ADCL","Pathway.KEGG_Fc gamma R-mediated phagocytosis",0.0782405579701742,2,40,7973,93,0.021978021978022,0.00476608553869309,4.61133603238866,0.876833839320918
"548","ADGeneList","Pathway.KEGG_Fc gamma R-mediated phagocytosis",0.0430096665559517,10,466,7547,93,0.120481927710843,0.0604213594805883,1.99402874656521,0.0884692508271159
"549","open_targets","Pathway.KEGG_Fc gamma R-mediated phagocytosis",0.0643935544109627,7,306,7707,93,0.0813953488372093,0.0387958998313222,2.09803997822198,0.255218355897108
"550","ADCL","Pathway.KEGG_TNF signaling pathway",1,0,40,7973,112,0,0.00501693214599273,0,1
"551","ADGeneList","Pathway.KEGG_TNF signaling pathway",3.961181579463e-12,29,466,7547,112,0.349397590361446,0.0579038028355638,6.03410438091037,1.17034910302316e-10
"552","open_targets","Pathway.KEGG_TNF signaling pathway",0.136027681073262,7,306,7707,112,0.0666666666666667,0.0387958998313222,1.71839464882943,0.405587122466148
"553","ADCL","Pathway.KEGG_Leukocyte transendothelial migration",0.431310112922898,1,40,7973,112,0.00900900900900901,0.00489150884234291,1.84176484176484,1
"554","ADGeneList","Pathway.KEGG_Leukocyte transendothelial migration",0.326411630411687,8,466,7547,112,0.0769230769230769,0.0606863654432225,1.26755122606651,0.483492805178796
"555","open_targets","Pathway.KEGG_Leukocyte transendothelial migration",0.807357975754487,3,306,7707,112,0.0275229357798165,0.0393149085247178,0.700063584340086,1
"556","ADCL","Pathway.KEGG_Intestinal immune network for IgA production",1.25028436042935e-07,6,40,7973,49,0.13953488372093,0.00426439232409382,32.7209302325581,5.07928021424423e-06
"557","ADGeneList","Pathway.KEGG_Intestinal immune network for IgA production",0.00179859750569292,9,466,7547,49,0.225,0.0605538624619054,3.71570021881838,0.0054630298070112
"558","open_targets","Pathway.KEGG_Intestinal immune network for IgA production",0.287653030582559,3,306,7707,49,0.0652173913043478,0.0393149085247178,1.65884631941455,0.653756887687635
"559","ADCL","Pathway.KEGG_Circadian rhythm",1,0,40,7973,31,0,0.00501693214599273,0,1
"560","ADGeneList","Pathway.KEGG_Circadian rhythm",0.0315958965869456,5,466,7547,31,0.192307692307692,0.0610838743871737,3.14825629901552,0.0689172240990424
"561","open_targets","Pathway.KEGG_Circadian rhythm",0.113194590950974,3,306,7707,31,0.107142857142857,0.0393149085247178,2.72524752475248,0.357167398631714
"562","ADCL","Pathway.KEGG_Circadian entrainment",1,0,40,7973,97,0,0.00501693214599273,0,1
"563","ADGeneList","Pathway.KEGG_Circadian entrainment",0.498957905197751,6,466,7547,97,0.0659340659340659,0.0609513714058566,1.08174868609651,0.667330531643083
"564","open_targets","Pathway.KEGG_Circadian entrainment",0.00111761381457426,11,306,7707,97,0.127906976744186,0.0382768911379266,3.34162396531336,0.0110068027192919
"565","ADCL","Pathway.KEGG_Thermogenesis",0.321281930211309,2,40,7973,231,0.00873362445414847,0.00476608553869309,1.83245230981384,1
"566","ADGeneList","Pathway.KEGG_Thermogenesis",0.0274649860657201,21,466,7547,231,0.1,0.0589638266861004,1.69595505617978,0.0607219079684289
"567","open_targets","Pathway.KEGG_Thermogenesis",0.785716305118252,7,306,7707,231,0.03125,0.0387958998313222,0.805497491638796,1
"568","ADCL","Pathway.KEGG_Long-term potentiation",1,0,40,7973,67,0,0.00501693214599273,0,1
"569","ADGeneList","Pathway.KEGG_Long-term potentiation",0.19300126249262,6,466,7547,67,0.0983606557377049,0.0609513714058566,1.61375623663578,0.307477501520105
"570","open_targets","Pathway.KEGG_Long-term potentiation",0.000933256668882027,9,306,7707,67,0.155172413793103,0.0385363954846244,4.02664576802508,0.0104589109443675
"571","ADCL","Pathway.KEGG_Synaptic vesicle cycle",0.324454510373663,1,40,7973,78,0.012987012987013,0.00489150884234291,2.65501165501166,1
"572","ADGeneList","Pathway.KEGG_Synaptic vesicle cycle",0.166842855772335,7,466,7547,78,0.0985915492957746,0.0608188684245396,1.62106845868238,0.275248366121873
"573","open_targets","Pathway.KEGG_Synaptic vesicle cycle",0.0768762654307353,6,306,7707,78,0.0833333333333333,0.0389256520046711,2.14083333333333,0.286846122636722
"574","ADCL","Pathway.KEGG_Neurotrophin signaling pathway",0.118584191757542,2,40,7973,119,0.0170940170940171,0.00476608553869309,3.58659469185785,1
"575","ADGeneList","Pathway.KEGG_Neurotrophin signaling pathway",1.47503139731725e-05,20,466,7547,119,0.202020202020202,0.0590963296674175,3.41848983104588,7.85877383816567e-05
"576","open_targets","Pathway.KEGG_Neurotrophin signaling pathway",0.0379692886055254,9,306,7707,119,0.0818181818181818,0.0385363954846244,2.12314049586777,0.189846443027627
"577","ADCL","Pathway.KEGG_Retrograde endocannabinoid signaling",0.526472497528405,1,40,7973,148,0.00680272108843537,0.00489150884234291,1.39072039072039,1
"578","ADGeneList","Pathway.KEGG_Retrograde endocannabinoid signaling",0.976098570819905,4,466,7547,148,0.0277777777777778,0.0612163773684908,0.453763828763829,1
"579","open_targets","Pathway.KEGG_Retrograde endocannabinoid signaling",7.44080998863133e-12,27,306,7707,148,0.223140495867769,0.0362008563643441,6.16395627832578,4.83652649261036e-10
