target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
WASF2,ENSG00000158195,0.019543371580320407,0.0,0.0,0.0,0.0,0.019543371580320407,0.0,0.0,WASP family member 2
UBE2T,ENSG00000077152,0.019540799606593256,0.0,0.0,0.0,0.0,0.0029631984263730204,0.0188,0.0,ubiquitin conjugating enzyme E2 T
MAP3K2,ENSG00000169967,0.019534266661586853,0.019534266661586853,0.0,0.0,0.0,0.0,0.0,0.0,mitogen-activated protein kinase kinase kinase 2
EML6,ENSG00000214595,0.019529700699800263,0.0,0.0,0.0,0.0,0.019529700699800263,0.0,0.0,EMAP like 6
ANKRD34A,ENSG00000272031,0.019519394985838438,0.0,0.0,0.0,0.0,0.019519394985838438,0.0,0.0,ankyrin repeat domain 34A
TBCEL-TECTA,ENSG00000285509,0.0195185325292146,0.0195185325292146,0.0,0.0,0.0,0.0,0.0,0.0,TBCEL-TECTA readthrough
LRFN5,ENSG00000165379,0.019501366668265213,0.0,0.0,0.0,0.0,0.019501366668265213,0.0,0.0,leucine rich repeat and fibronectin type III domain containing 5
UGP2,ENSG00000169764,0.01949538994338342,0.0,0.0,0.0,0.0,0.01949538994338342,0.0,0.0,UDP-glucose pyrophosphorylase 2
SNF8,ENSG00000159210,0.019484479445964098,0.019484479445964098,0.0,0.0,0.0,0.0,0.0,0.0,SNF8 subunit of ESCRT-II
POLR3E,ENSG00000058600,0.01947900661436358,0.018343908712267876,0.0,0.0,0.0,0.004540391608382827,0.0,0.0,RNA polymerase III subunit E
TESPA1,ENSG00000135426,0.019477682950956917,0.0,0.0,0.0,0.0,0.019477682950956917,0.0,0.0,"thymocyte expressed, positive selection associated 1"
BEX4,ENSG00000102409,0.01945876015345932,0.0,0.0,0.0,0.0,0.01945876015345932,0.0,0.0,brain expressed X-linked 4
BCS1L,ENSG00000074582,0.01945328812807276,0.0,0.0,0.0,0.0,0.01945328812807276,0.0,0.0,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
CREBZF,ENSG00000137504,0.019451916643687964,0.019451916643687964,0.0,0.0,0.0,0.0,0.0,0.0,CREB/ATF bZIP transcription factor
AL049650.2,ENSG00000256566,0.019444338977336884,0.019444338977336884,0.0,0.0,0.0,0.0,0.0,0.0,novel protein
PPT1,ENSG00000131238,0.019440382388022703,0.0,0.0,0.0,0.0,0.0081615295520908,0.017400000000000002,0.0,palmitoyl-protein thioesterase 1
EPDR1,ENSG00000086289,0.01944022396844896,0.0,0.0,0.0,0.0,0.01944022396844896,0.0,0.0,ependymin related 1
NUDT4,ENSG00000173598,0.019438402727246284,0.019438402727246284,0.0,0.0,0.0,0.0,0.0,0.0,nudix hydrolase 4
CRTAC1,ENSG00000095713,0.019437675650041793,0.0,0.0,0.0,0.0,0.008950702600167173,0.0172,0.0,cartilage acidic protein 1
RAB6B,ENSG00000154917,0.01940139557265408,0.0,0.0,0.0,0.0,0.01940139557265408,0.0,0.0,"RAB6B, member RAS oncogene family"
ATP5MF,ENSG00000241468,0.019399260157889266,0.0,0.0,0.0,0.0,0.019399260157889266,0.0,0.0,ATP synthase membrane subunit f
HCFC1R1,ENSG00000103145,0.019391932501544997,0.0,0.0,0.0,0.0,0.019391932501544997,0.0,0.0,host cell factor C1 regulator 1
SOSTDC1,ENSG00000171243,0.019390955880269147,0.017617911100387573,0.0,0.0,0.0,0.007092179119526298,0.0,0.0,sclerostin domain containing 1
KIF1A,ENSG00000130294,0.01938378623829592,0.0,0.0,0.0,0.0,0.01938378623829592,0.0,0.0,kinesin family member 1A
MRPL42,ENSG00000198015,0.019365792647510312,0.0184196624904871,0.0,0.0,0.0,0.0037845206280928516,0.0,0.0,mitochondrial ribosomal protein L42
MRPL47,ENSG00000136522,0.019358480711588064,0.0,0.0,0.0,0.0,0.019358480711588064,0.0,0.0,mitochondrial ribosomal protein L47
TMEM47,ENSG00000147027,0.019356141326913014,0.0,0.0,0.0,0.0,0.019356141326913014,0.0,0.0,transmembrane protein 47
ELP3,ENSG00000134014,0.01934746705139618,0.01934746705139618,0.0,0.0,0.0,0.0,0.0,0.0,elongator acetyltransferase complex subunit 3
LRFN3,ENSG00000126243,0.019347324682230483,0.0,0.0,0.0,0.0,0.019347324682230483,0.0,0.0,leucine rich repeat and fibronectin type III domain containing 3
CWC27,ENSG00000153015,0.019340226597039763,0.0,0.0,0.0,0.0,0.019340226597039763,0.0,0.0,CWC27 spliceosome associated cyclophilin
NDUFA8,ENSG00000119421,0.019314207857115392,0.0,0.0,0.0,0.0,0.019314207857115392,0.0,0.0,NADH:ubiquinone oxidoreductase subunit A8
SH3BGRL2,ENSG00000198478,0.019308672421632447,0.0,0.0,0.0,0.0,0.019308672421632447,0.0,0.0,SH3 domain binding glutamate rich protein like 2
GABPB1-AS1,ENSG00000244879,0.0193043173988306,0.0,0.0,0.0,0.0,0.0193043173988306,0.0,0.0,GABPB1 antisense RNA 1
SLITRK5,ENSG00000165300,0.019303855911341282,0.0,0.0,0.0,0.0,0.019303855911341282,0.0,0.0,SLIT and NTRK like family member 5
UTP4,ENSG00000141076,0.019293348917314386,0.0,0.0,0.0,0.0,0.019293348917314386,0.0,0.0,UTP4 small subunit processome component
DNAJC4,ENSG00000110011,0.019288122520960568,0.0,0.0,0.0,0.0,0.019288122520960568,0.0,0.0,DnaJ heat shock protein family (Hsp40) member C4
ZNF235,ENSG00000159917,0.01927821640856564,0.01927821640856564,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger protein 235
VGLL3,ENSG00000206538,0.019269822345800276,0.0,0.0,0.0,0.0,0.019269822345800276,0.0,0.0,vestigial like family member 3
NUDT5,ENSG00000165609,0.01926388804698384,0.01926388804698384,0.0,0.0,0.0,0.0,0.0,0.0,nudix hydrolase 5
BOD1L1,ENSG00000038219,0.019252381253512748,0.0,0.0,0.0,0.0,0.019252381253512748,0.0,0.0,biorientation of chromosomes in cell division 1 like 1
TGFB1I1,ENSG00000140682,0.019244608159615508,0.008994655800051987,0.0,0.0,0.0,0.008963497886422611,0.016,0.0,transforming growth factor beta 1 induced transcript 1
PAPLN,ENSG00000100767,0.01923771627511075,0.0,0.0,0.0,0.0,0.01923771627511075,0.0,0.0,"papilin, proteoglycan like sulfated glycoprotein"
RNF123,ENSG00000164068,0.019228389552246154,0.0,0.0,0.0,0.0,0.019228389552246154,0.0,0.0,ring finger protein 123
WSB1,ENSG00000109046,0.01922079767250412,0.0,0.0,0.0,0.0,0.01922079767250412,0.0,0.0,WD repeat and SOCS box containing 1
FRMPD4,ENSG00000169933,0.019211683298987373,0.0,0.0,0.0,0.0,0.019211683298987373,0.0,0.0,FERM and PDZ domain containing 4
PLEKHH1,ENSG00000054690,0.019178732023318077,0.0,0.0,0.0,0.0,0.019178732023318077,0.0,0.0,"pleckstrin homology, MyTH4 and FERM domain containing H1"
ACOT8,ENSG00000101473,0.01916648833562695,0.0,0.0,0.0,0.0,0.01916648833562695,0.0,0.0,acyl-CoA thioesterase 8
NRXN1,ENSG00000179915,0.019134107902449814,0.0,0.0,0.0,0.0,0.009736431609799237,0.016700000000000003,0.0,neurexin 1
NUP153,ENSG00000124789,0.019115265760787963,0.019115265760787963,0.0,0.0,0.0,0.0,0.0,0.0,nucleoporin 153
NDUFB1,ENSG00000183648,0.019114145963814937,0.019114145963814937,0.0,0.0,0.0,0.0,0.0,0.0,NADH:ubiquinone oxidoreductase subunit B1
ERMN,ENSG00000136541,0.019108289114314107,0.0,0.0,0.0,0.0,0.019108289114314107,0.0,0.0,ermin
TALDO1,ENSG00000177156,0.0191033673958446,0.0,0.0,0.0,0.0,0.0191033673958446,0.0,0.0,transaldolase 1
ELMOD2,ENSG00000179387,0.019098538905382156,0.019098538905382156,0.0,0.0,0.0,0.0,0.0,0.0,ELMO domain containing 2
GRB2,ENSG00000177885,0.019097930438444023,0.010791721753776073,0.0,0.0,0.0,0.0,0.016400000000000005,0.0,growth factor receptor bound protein 2
MIF-AS1,ENSG00000218537,0.019095983950869876,0.0,0.0,0.0,0.0,0.019095983950869876,0.0,0.0,MIF antisense RNA 1
PSMD12,ENSG00000197170,0.01908053758986207,0.0,0.0,0.0,0.0,0.01908053758986207,0.0,0.0,"proteasome 26S subunit, non-ATPase 12"
VPS54,ENSG00000143952,0.019067622604257546,0.0,0.0,0.0,0.0,0.019067622604257546,0.0,0.0,VPS54 subunit of GARP complex
RTN2,ENSG00000125744,0.019067216069541044,0.019067216069541044,0.0,0.0,0.0,0.0,0.0,0.0,reticulon 2
PCP4L1,ENSG00000248485,0.01906446903012693,0.01906446903012693,0.0,0.0,0.0,0.0,0.0,0.0,Purkinje cell protein 4 like 1
ADGRA3,ENSG00000152990,0.019058097494639336,0.0,0.0,0.0,0.0,0.019058097494639336,0.0,0.0,adhesion G protein-coupled receptor A3
RPS6KA2,ENSG00000071242,0.01905729484070504,0.0,0.0,0.0,0.0,0.01905729484070504,0.0,0.0,ribosomal protein S6 kinase A2
RBFOX3,ENSG00000167281,0.019052701923226837,0.0,0.0,0.0,0.0,0.01181080769290733,0.016100000000000003,0.0,RNA binding fox-1 homolog 3
MKS1,ENSG00000011143,0.01905267326057785,0.01905267326057785,0.0,0.0,0.0,0.0,0.0,0.0,MKS transition zone complex subunit 1
DDHD1,ENSG00000100523,0.01903529465198517,0.01903529465198517,0.0,0.0,0.0,0.0,0.0,0.0,DDHD domain containing 1
THUMPD3,ENSG00000134077,0.019034209660464298,0.0,0.0,0.0,0.0,0.019034209660464298,0.0,0.0,THUMP domain containing 3
PPA1,ENSG00000180817,0.019026111067753797,0.0,0.0,0.0,0.0,0.019026111067753797,0.0,0.0,inorganic pyrophosphatase 1
GNB4,ENSG00000114450,0.01900302969001842,0.0,0.0,0.0,0.0,0.01900302969001842,0.0,0.0,G protein subunit beta 4
MRPL27,ENSG00000108826,0.0190002171701265,0.016389690339565277,0.0,0.0,0.0,0.010442107322244891,0.0,0.0,mitochondrial ribosomal protein L27
YIF1B,ENSG00000167645,0.018999219397524008,0.0,0.0,0.0,0.0,0.018999219397524008,0.0,0.0,"Yip1 interacting factor homolog B, membrane trafficking protein"
CGREF1,ENSG00000138028,0.01897409535965671,0.0,0.0,0.0,0.0,0.01897409535965671,0.0,0.0,cell growth regulator with EF-hand domain 1
PRKCE,ENSG00000171132,0.018966950360327885,0.0,0.0,0.0,0.0,0.013467801441311537,0.015600000000000001,0.0,protein kinase C epsilon
CUL1,ENSG00000055130,0.018962672516059834,0.0,0.0,0.0,0.0,0.018962672516059834,0.0,0.0,cullin 1
LCOR,ENSG00000196233,0.01894321010744831,0.0,0.0,0.0,0.0,0.01894321010744831,0.0,0.0,ligand dependent nuclear receptor corepressor
KCNK12,ENSG00000184261,0.018932574075651767,0.0,0.0,0.0,0.0,0.018932574075651767,0.0,0.0,potassium two pore domain channel subfamily K member 12
SPOP,ENSG00000121067,0.018931946717202663,0.018931946717202663,0.0,0.0,0.0,0.0,0.0,0.0,speckle type BTB/POZ protein
ZFP3,ENSG00000180787,0.01890861411165032,0.01890861411165032,0.0,0.0,0.0,0.0,0.0,0.0,ZFP3 zinc finger protein
HSF5,ENSG00000176160,0.018892161987928882,0.018892161987928882,0.0,0.0,0.0,0.0,0.0,0.0,heat shock transcription factor 5
MS4A13,ENSG00000204979,0.018873779415028664,0.018873779415028664,0.0,0.0,0.0,0.0,0.0,0.0,membrane spanning 4-domains A13
CIRBP,ENSG00000099622,0.018857823123167583,0.01580286521038522,0.0,0.0,0.0,0.010442053873351674,0.004,0.0,cold inducible RNA binding protein
STRAP,ENSG00000023734,0.018842051445881303,0.0,0.0,0.0,0.0,0.018842051445881303,0.0,0.0,serine/threonine kinase receptor associated protein
ANO6,ENSG00000177119,0.018830426422765674,0.0,0.0,0.0,0.0,0.018830426422765674,0.0,0.0,anoctamin 6
RGS7,ENSG00000182901,0.01882073097997338,0.0,0.0,0.0,0.0,0.01882073097997338,0.0,0.0,regulator of G protein signaling 7
SNX4,ENSG00000114520,0.018817456762043175,0.0,0.0,0.0,0.0,0.0032698270481726997,0.018,0.0,sorting nexin 4
PXDC1,ENSG00000168994,0.018813414090578393,0.0,0.0,0.0,0.0,0.018813414090578393,0.0,0.0,PX domain containing 1
ATP6V1F,ENSG00000128524,0.01878729642384834,0.0,0.0,0.0,0.0,0.01878729642384834,0.0,0.0,ATPase H+ transporting V1 subunit F
BTNL2,ENSG00000204290,0.018781335558742285,0.018781335558742285,0.0,0.0,0.0,0.0,0.0,0.0,butyrophilin like 2
ARFGAP2,ENSG00000149182,0.0187675051856786,0.0187675051856786,0.0,0.0,0.0,0.0,0.0,0.0,ADP ribosylation factor GTPase activating protein 2
PRDX5,ENSG00000126432,0.01876741153548857,0.0,0.0,0.0,0.0,0.01876741153548857,0.0,0.0,peroxiredoxin 5
PARP2,ENSG00000129484,0.0187673242204133,0.0,0.0,0.0,0.0,0.0187673242204133,0.0,0.0,poly(ADP-ribose) polymerase 2
RTN4IP1,ENSG00000130347,0.018762680123041466,0.0,0.0,0.0,0.0,0.018762680123041466,0.0,0.0,reticulon 4 interacting protein 1
RALBP1,ENSG00000017797,0.0187227896614806,0.0,0.0,0.0,0.0,0.0187227896614806,0.0,0.0,ralA binding protein 1
PRDX4,ENSG00000123131,0.018716676348979697,0.0,0.0,0.0,0.0,0.018716676348979697,0.0,0.0,peroxiredoxin 4
POU3F2,ENSG00000184486,0.018716309669872075,0.0,0.0,0.0,0.0,0.009265238679488306,0.016399999999999998,0.0,POU class 3 homeobox 2
BEX5,ENSG00000184515,0.018713738902065315,0.0,0.0,0.0,0.0,0.018713738902065315,0.0,0.0,brain expressed X-linked 5
INO80D,ENSG00000114933,0.018712811476782176,0.0,0.0,0.0,0.0,0.018712811476782176,0.0,0.0,INO80 complex subunit D
MIR7-3HG,ENSG00000176840,0.018708038110415305,0.0,0.0,0.0,0.0,0.018708038110415305,0.0,0.0,MIR7-3 host gene
PARP11,ENSG00000111224,0.01870239884813542,0.0,0.0,0.0,0.0,0.01870239884813542,0.0,0.0,poly(ADP-ribose) polymerase family member 11
TIMM50,ENSG00000105197,0.01869629448162789,0.0,0.0,0.0,0.0,0.01869629448162789,0.0,0.0,translocase of inner mitochondrial membrane 50
ST8SIA2,ENSG00000140557,0.01868814347603925,0.0,0.0,0.0,0.0,0.004352573904157,0.0176,0.0,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2"
PGM1,ENSG00000079739,0.018683229296272405,0.0,0.0,0.0,0.0,0.014983229296272403,0.014800000000000002,0.0,phosphoglucomutase 1
COG1,ENSG00000166685,0.018670865029750145,0.0,0.0,0.0,0.0,0.018670865029750145,0.0,0.0,component of oligomeric golgi complex 1
TANC1,ENSG00000115183,0.01866448418343831,0.0,0.0,0.0,0.0,0.01866448418343831,0.0,0.0,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1"
CACTIN,ENSG00000105298,0.01866190694272518,0.01866190694272518,0.0,0.0,0.0,0.0,0.0,0.0,"cactin, spliceosome C complex subunit"
GTF3A,ENSG00000122034,0.01864935680558223,0.0,0.0,0.0,0.0,0.01864935680558223,0.0,0.0,general transcription factor IIIA
NADSYN1,ENSG00000172890,0.01863764965176794,0.0,0.0,0.0,0.0,0.01863764965176794,0.0,0.0,NAD synthetase 1
ZDHHC16,ENSG00000171307,0.01862794479586172,0.0,0.0,0.0,0.0,0.01862794479586172,0.0,0.0,zinc finger DHHC-type palmitoyltransferase 16
SELENOI,ENSG00000138018,0.018627269811182415,0.0,0.0,0.0,0.0,0.018627269811182415,0.0,0.0,selenoprotein I
PSMB8,ENSG00000204264,0.018609818836296803,0.018609818836296803,0.0,0.0,0.0,0.0,0.0,0.0,proteasome 20S subunit beta 8
TCF12,ENSG00000140262,0.018599571764688873,0.0,0.0,0.0,0.0,0.018599571764688873,0.0,0.0,transcription factor 12
AGO3,ENSG00000126070,0.01859847448765885,0.0,0.0,0.0,0.0,0.01859847448765885,0.0,0.0,argonaute RISC catalytic component 3
LINC00461,ENSG00000245526,0.01859671486443851,0.0,0.0,0.0,0.0,0.01859671486443851,0.0,0.0,long intergenic non-protein coding RNA 461
EPX,ENSG00000121053,0.018589274906035926,0.018589274906035926,0.0,0.0,0.0,0.0,0.0,0.0,eosinophil peroxidase
MAST1,ENSG00000105613,0.018582613820391922,0.0,0.0,0.0,0.0,0.018582613820391922,0.0,0.0,microtubule associated serine/threonine kinase 1
QPCTL,ENSG00000011478,0.018582499329745768,0.013529997318983078,0.0,0.0,0.0,0.0,0.0152,0.0,glutaminyl-peptide cyclotransferase like
POP4,ENSG00000105171,0.018571740983513017,0.0,0.0,0.0,0.0,0.018571740983513017,0.0,0.0,"POP4 homolog, ribonuclease P/MRP subunit"
GIPC3,ENSG00000179855,0.018567446619272232,0.018567446619272232,0.0,0.0,0.0,0.0,0.0,0.0,GIPC PDZ domain containing family member 3
ETS1,ENSG00000134954,0.018565624924858325,0.0008097881056205888,0.0,0.0,0.0,0.018363177898453178,0.0,0.0,"ETS proto-oncogene 1, transcription factor"
PHLPP1,ENSG00000081913,0.018563309228188114,0.0,0.0,0.0,0.0,0.015863309228188113,0.010800000000000002,0.0,PH domain and leucine rich repeat protein phosphatase 1
DYNC1H1,ENSG00000197102,0.01855178535019708,0.0,0.0,0.0,0.0,0.01855178535019708,0.0,0.0,dynein cytoplasmic 1 heavy chain 1
VTA1,ENSG00000009844,0.018547311103906484,0.0,0.0,0.0,0.0,0.018547311103906484,0.0,0.0,vesicle trafficking 1
RAB11A,ENSG00000103769,0.018545653789848408,0.0,0.0,0.0,0.0,0.018545653789848408,0.0,0.0,"RAB11A, member RAS oncogene family"
WDR11,ENSG00000120008,0.01851553993911245,0.0,0.0,0.0,0.0,0.01851553993911245,0.0,0.0,WD repeat domain 11
KNDC1,ENSG00000171798,0.018507285884264913,0.0,0.0,0.0,0.0,0.018507285884264913,0.0,0.0,kinase non-catalytic C-lobe domain containing 1
GPRASP1,ENSG00000198932,0.01850621661963941,0.0,0.0,0.0,0.0,0.01850621661963941,0.0,0.0,G protein-coupled receptor associated sorting protein 1
NAT9,ENSG00000109065,0.018504778755083683,0.006819115020334721,0.0,0.0,0.0,0.0,0.016800000000000002,0.0,N-acetyltransferase 9 (putative)
PNKP,ENSG00000039650,0.01850453025376577,0.0,0.0,0.0,0.0,0.01850453025376577,0.0,0.0,polynucleotide kinase 3'-phosphatase
COPS2,ENSG00000166200,0.018502585011833352,0.0,0.0,0.0,0.0,0.018502585011833352,0.0,0.0,COP9 signalosome subunit 2
DCTN5,ENSG00000166847,0.018502349103017717,0.0,0.0,0.0,0.0,0.018502349103017717,0.0,0.0,dynactin subunit 5
SLC12A5,ENSG00000124140,0.018489822641374554,0.0,0.0,0.0,0.0,0.005959290565498206,0.017,0.0,solute carrier family 12 member 5
TBXA2R,ENSG00000006638,0.018486355892568827,0.014745423570275307,0.0,0.0,0.0,0.0,0.014800000000000002,0.0,thromboxane A2 receptor
SDC3,ENSG00000162512,0.018484197230498597,0.0,0.0,0.0,0.0,0.006736788921994383,0.016800000000000002,0.0,syndecan 3
NDUFB5,ENSG00000136521,0.01846654967468783,0.0,0.0,0.0,0.0,0.01846654967468783,0.0,0.0,NADH:ubiquinone oxidoreductase subunit B5
RUVBL2,ENSG00000183207,0.018463064323458928,0.0,0.0,0.0,0.0,0.018463064323458928,0.0,0.0,RuvB like AAA ATPase 2
CD99,ENSG00000002586,0.018447004210564014,0.0,0.0,0.0,0.0,0.014847004210564013,0.014400000000000003,0.0,CD99 molecule (Xg blood group)
GPRASP2,ENSG00000158301,0.018439548366798838,0.0,0.0,0.0,0.0,0.018439548366798838,0.0,0.0,G protein-coupled receptor associated sorting protein 2
MIS18A,ENSG00000159055,0.018436748534440994,0.018436748534440994,0.0,0.0,0.0,0.0,0.0,0.0,MIS18 kinetochore protein A
RRAGA,ENSG00000155876,0.018431761700814727,0.0,0.0,0.0,0.0,0.018431761700814727,0.0,0.0,Ras related GTP binding A
NCLN,ENSG00000125912,0.018422336275130513,0.011289345100522041,0.0,0.0,0.0,0.0,0.015600000000000001,0.0,nicalin
SMCHD1,ENSG00000101596,0.01839658669312122,0.0,0.0,0.0,0.0,0.01839658669312122,0.0,0.0,structural maintenance of chromosomes flexible hinge domain containing 1
AC036222.3,ENSG00000264451,0.01838704142314656,0.0,0.0,0.0,0.0,0.01838704142314656,0.0,0.0,novel transcript
CCNB2,ENSG00000157456,0.018378549333040912,0.018378549333040912,0.0,0.0,0.0,0.0,0.0,0.0,cyclin B2
GPC2,ENSG00000213420,0.018363725109439757,0.018363725109439757,0.0,0.0,0.0,0.0,0.0,0.0,glypican 2
MSN,ENSG00000147065,0.018336900364643038,0.0,0.0,0.0,0.0,0.018336900364643038,0.0,0.0,moesin
CAPRIN2,ENSG00000110888,0.018335459722417922,0.0,0.0,0.0,0.0,0.018335459722417922,0.0,0.0,caprin family member 2
ZNF326,ENSG00000162664,0.018331224685179098,0.0,0.0,0.0,0.0,0.018331224685179098,0.0,0.0,zinc finger protein 326
PSMD6,ENSG00000163636,0.01831559919780116,0.0,0.0,0.0,0.0,0.01831559919780116,0.0,0.0,"proteasome 26S subunit, non-ATPase 6"
OR4C5,ENSG00000176540,0.018307989463210106,0.018307989463210106,0.0,0.0,0.0,0.0,0.0,0.0,olfactory receptor family 4 subfamily C member 5 (gene/pseudogene)
CBARP,ENSG00000099625,0.018291712868916475,0.018291712868916475,0.0,0.0,0.0,0.0,0.0,0.0,CACN subunit beta associated regulatory protein
FLYWCH1,ENSG00000059122,0.01829134798823551,0.0,0.0,0.0,0.0,0.01829134798823551,0.0,0.0,FLYWCH-type zinc finger 1
ZNF343,ENSG00000088876,0.018281282857060432,0.018281282857060432,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger protein 343
TCEA2,ENSG00000171703,0.01827543399103245,0.0,0.0,0.0,0.0,0.01827543399103245,0.0,0.0,transcription elongation factor A2
STXBP1,ENSG00000136854,0.018271294084273634,0.0,0.0,0.0,0.0,0.013885176337094522,0.014800000000000002,0.0,syntaxin binding protein 1
SVOP,ENSG00000166111,0.018262848801778718,0.0,0.0,0.0,0.0,0.018262848801778718,0.0,0.0,SV2 related protein
EPAS1,ENSG00000116016,0.01825856001791918,0.0,0.0,0.0,0.0,0.013834240071676707,0.014800000000000002,0.0,endothelial PAS domain protein 1
ARHGAP31,ENSG00000031081,0.018257457591457613,0.0,0.0,0.0,0.0,0.018257457591457613,0.0,0.0,Rho GTPase activating protein 31
CD9,ENSG00000010278,0.018256818387774015,0.0,0.0,0.0,0.0,0.018256818387774015,0.0,0.0,CD9 molecule
C4BPB,ENSG00000123843,0.01825346553547713,0.01825346553547713,0.0,0.0,0.0,0.0,0.0,0.0,complement component 4 binding protein beta
DHX33,ENSG00000005100,0.018242489236096542,0.018242489236096542,0.0,0.0,0.0,0.0,0.0,0.0,DEAH-box helicase 33
ENO1,ENSG00000074800,0.018240743371262372,0.0,0.0,0.0,0.0,0.01136297348504947,0.015400000000000004,0.0,enolase 1
ALAS1,ENSG00000023330,0.01823518016331445,0.0,0.0,0.0,0.0,0.01463518016331445,0.014400000000000003,0.0,5'-aminolevulinate synthase 1
ALDOC,ENSG00000109107,0.01822774876177072,0.0,0.0,0.0,0.0,0.01822774876177072,0.0,0.0,"aldolase, fructose-bisphosphate C"
NECAP1,ENSG00000089818,0.01822123193038079,0.0,0.0,0.0,0.0,0.01822123193038079,0.0,0.0,NECAP endocytosis associated 1
SRRM1,ENSG00000133226,0.018219767649650182,0.0,0.0,0.0,0.0,0.018219767649650182,0.0,0.0,serine and arginine repetitive matrix 1
ACSBG1,ENSG00000103740,0.018202525434603135,0.0,0.0,0.0,0.0,0.018202525434603135,0.0,0.0,acyl-CoA synthetase bubblegum family member 1
PENK,ENSG00000181195,0.018200026822118638,0.0,0.0,0.0,0.0,0.007200107288474567,0.016399999999999998,0.0,proenkephalin
PITHD1,ENSG00000057757,0.01817746438982525,0.0,0.0,0.0,0.0,0.01817746438982525,0.0,0.0,PITH domain containing 1
RIMS1,ENSG00000079841,0.018175100008274332,0.0,0.0,0.0,0.0,0.018175100008274332,0.0,0.0,regulating synaptic membrane exocytosis 1
SRA1,ENSG00000213523,0.01817094162106514,0.01817094162106514,0.0,0.0,0.0,0.0,0.0,0.0,steroid receptor RNA activator 1
IGSF21,ENSG00000117154,0.01816728709922768,0.0,0.0,0.0,0.0,0.01816728709922768,0.0,0.0,immunoglobin superfamily member 21
PGP,ENSG00000184207,0.018148032968990303,0.0,0.0,0.0,0.0,0.014548032968990302,0.014400000000000003,0.0,phosphoglycolate phosphatase
ADARB1,ENSG00000197381,0.018141355644020814,0.0,0.0,0.0,0.0,0.018141355644020814,0.0,0.0,adenosine deaminase RNA specific B1
ACO2,ENSG00000100412,0.018102636829667364,0.0,0.0,0.0,0.0,0.018102636829667364,0.0,0.0,aconitase 2
ATP9B,ENSG00000166377,0.01809986959631343,0.0,0.0,0.0,0.0,0.01809986959631343,0.0,0.0,ATPase phospholipid transporting 9B (putative)
OR4X2,ENSG00000172208,0.0180954672396183,0.0180954672396183,0.0,0.0,0.0,0.0,0.0,0.0,olfactory receptor family 4 subfamily X member 2 (gene/pseudogene)
AASDH,ENSG00000157426,0.018089906614130968,0.0,0.0,0.0,0.0,0.018089906614130968,0.0,0.0,aminoadipate-semialdehyde dehydrogenase
EWSR1,ENSG00000182944,0.018085823800825646,0.0,0.0,0.0,0.0,0.018085823800825646,0.0,0.0,EWS RNA binding protein 1
ZNRD2,ENSG00000173465,0.018082287928560984,0.0,0.0,0.0,0.0,0.018082287928560984,0.0,0.0,zinc ribbon domain containing 2
EXOC3,ENSG00000180104,0.018071880593035394,0.0,0.0,0.0,0.0,0.018071880593035394,0.0,0.0,exocyst complex component 3
SKI,ENSG00000157933,0.018069997059425545,0.0,0.0,0.0,0.0,0.018069997059425545,0.0,0.0,SKI proto-oncogene
OR13D1,ENSG00000179055,0.018067754805088043,0.018067754805088043,0.0,0.0,0.0,0.0,0.0,0.0,olfactory receptor family 13 subfamily D member 1
COPS3,ENSG00000141030,0.018052049449800253,0.0,0.0,0.0,0.0,0.018052049449800253,0.0,0.0,COP9 signalosome subunit 3
TIGD1,ENSG00000221944,0.018030258079437294,0.0,0.0,0.0,0.0,0.018030258079437294,0.0,0.0,tigger transposable element derived 1
SIGLEC10,ENSG00000142512,0.018024971107176196,0.018024971107176196,0.0,0.0,0.0,0.0,0.0,0.0,sialic acid binding Ig like lectin 10
PLXNB1,ENSG00000164050,0.018017015840403536,0.0,0.0,0.0,0.0,0.011268063361614148,0.0152,0.0,plexin B1
TCL1B,ENSG00000213231,0.017997728908061984,0.014390915632247925,0.0,0.0,0.0,0.0,0.014400000000000003,0.0,T cell leukemia/lymphoma 1B
ADGRA1,ENSG00000197177,0.01799306215654133,0.0,0.0,0.0,0.0,0.01799306215654133,0.0,0.0,adhesion G protein-coupled receptor A1
NAA20,ENSG00000173418,0.01798979128443879,0.0,0.0,0.0,0.0,0.01798979128443879,0.0,0.0,"N-alpha-acetyltransferase 20, NatB catalytic subunit"
SFXN4,ENSG00000183605,0.01798673542696749,0.0,0.0,0.0,0.0,0.01798673542696749,0.0,0.0,sideroflexin 4
TNIK,ENSG00000154310,0.017973612896625895,0.0,0.0,0.0,0.0,0.011094451586503575,0.0152,0.0,TRAF2 and NCK interacting kinase
REEP5,ENSG00000129625,0.017966572141675685,0.0,0.0,0.0,0.0,0.014266288566702728,0.014400000000000003,0.0,receptor accessory protein 5
